city,hotel_description,hotel_facilities,property_name
Goa,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Lobby|Front Desk|Power Backup|RO Water Purification System,Costa de Goa
Lucknow,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Power Backup|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Public Restrooms|Suites,DEPARKINN
Goa,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly It is mandatory to Produce Govt. Photo ID at the time of check-in. Check in will be denied in case no ID is produced.,"Swimming Pool|Airport Transfer Available / Surcharge|Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Kitchen available (home cook food on request)|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Food Facility|Internet / Fax (Reception area only)|Outdoor Parking - Secured",Costa Del Sol
Goa,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Rates For 31st December 2014 ( Mandatory Gala Dinner ) COUPLE ENTRY @ INR 10,000 Inclusive of taxes with Premium Entry to Deltin Royale COUPLE ENTRY @ NR 15,000 Inclusive of taxes with 8000 One Time Play Chips and Entry to Deltin Royale. Children from 06 - 13 yrs @ INR 1000 ( Inclusive of Taxes ) and Children from 14  to 17 yrs @ INR 2000 ( Inclusive of Taxes ). Subject availability of space in kids room. Gala dinner directly payable at the hotel","Swimming Pool|Bar / Lounge |Currency Exchange|Health Club / Gym Facility Available|Internet Access - Surcharge|Parking Facilities Available|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Room Service (24 Hours)",Deltin Palms Riverfront
Coorg,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly ALL GUESTS ARE REQUIRED TO PRESENT PROPER PHOTO IDENTIFICATION UPON CHECK IN. The identity proof would include a valid Driving license/voter identity card/PAN card, etc. Valid Passport mandatory for all Foreign guests. Hotel is not allow unmarried / unrelated couples to check-in. This is at full discretion of the hotel management. No refund would be applicable in case the hotel denies check-in under such circumstances.",Doctor on Call|Laundry Service Available|Non Smoking Rooms|Parking Facilities Available|Locker Facility|Luggage Storage|Medical Assistance Available|Welcome Drinks|Power Backup|Multi Lingual Staff|Wake-up Call / Service|Smoking Rooms|Kitchen available (home cook food on request)|Nature Walk|Smoking Area |Vegetarian Food / Jain Food Available|Taxi Services|Food Facility|Baggage Room|Room Service|First-Aid Kit at Front Desk,Coorg River Side Homestay
Gurgaon,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly - Please note that we are a BnB - Check in : 12 noon - Check out : 10 am - Fixed meal timings - Each room has a smoking space/area available - Outside guests not allowed in the room - room service (Special Case).,Airport Transfer Available / Surcharge|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Library|Lobby|Parking Facilities Available|Non Smoking Hotel|Major Credit Cards Accepted|Luggage Storage|Medical Assistance Available|Power Backup|Gardens|Wake-up Call / Service|Smoking Rooms|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Express Laundry|Newspapers In Lobby|Postal / Parcel Services|STD / ISD|Outdoor Parking - Secured|Parking Facility,"Cinnamon Homestay, Off Sohna Road"
Kumarakom,The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Swimming Pool|Bar / Lounge |Billiards|Business Center |Concierge|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Table Tennis|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Fitness Equipment|Conference Facility |Fax Machine|Pool Table|Massage Services |Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Car Rental|Internet Access Free|Newspapers In Lobby|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Fishing|Full Time Operation for All 7 Days|Suites,Cocobay Resort
Naukuchiatal,"The standard check-in time is 02:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly As per the Government directives it is Mandatory for all the guest Foreign Nationals , NRI and Indian National to show their Photo ID proof at the time of Check-In which can be in form of Passport and Visa Copy, Driving License, PAN Card , Voter ID Card , failing which the hotel reserves the right of refusal. In case of Foreign National and NRI passport and VISA is required.",Doctor on Call|Games Zone|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Table Tennis|Tennis Court|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Power Backup|Wake-up Call / Service|Pool Table|Nature Walk|Taxi Services|Food Facility|Newspapers In Lobby|Parking Facility|Room Service,Club Mahindra Naukuchiatal
Coimbatore,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The management reserves the  RIGHTS OF ADMISSION of the person to the apartments and request any guest or visitor to quit the premises at any time if found necessary without assigning any reason what so ever. The guest should have valid Photo id card,Airport Transfer Available / Surcharge|Banquet Facilities|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Catering|Translation Services|Wake-up Call / Service|Porter / Bellhop|Separate Sitting Area|Conference Facility |ATM / Banking|Car Rental|Water Dispenser Available|Taxi Services|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Party hall|Baggage Room|Outdoor Parking - Secured|Parking Facility,Deja vu Tranzs
Malwan,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Medical Assistance Available|Power Backup|Wake-up Call / Service|Parking Facility|Internet Access|Room Service,Coconut garden beach house
Mandawa,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid ID proof is required at the time of check in for all guests. Locals and unmarried couples are not allowed ( 30 KM area radius from hotel  take as a local area.,Doctor on Call|Parking Facilities Available|Outdoor Parking - Secured|Parking Facility|Public Restrooms,"Desert nights, Churi Ajitgarh"
Jamshedpur,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facility|Room Service,Crystal Guest House
